x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17
-0.20191376857605853,2.9052572882974177,0.9292725666633198,0.07072137788222774,0.015663960398307572,0.7310882778011683,0.5227446774973472,0.7959957219171837,0.5878019119776597,0.8517610968602715,0.4809690252140793,0.030360768871484842,0.01937006317451786,0.007753142183698277,0.46290358375736607,0.28317558906083795,0.0110198320838731
