x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17
-0.20641072396105775,2.8997053238772414,0.9249828587563649,0.07501108578918261,0.01540293616914358,0.7207185813070299,0.5098860257370498,0.7864267470654255,0.5894895457523682,0.8462973169228041,0.4771973583154231,0.03054228176552356,0.017208150319390603,0.007848498095844357,0.4597114115729517,0.27871696306548693,0.01058179249896155
