x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17
0.0013127986955165554,0.0008828493043107827,0.0018787376928607893,5.31386096825617e-5,0.0005111479203015047,-0.00011147568793392688,-1.2002304216565653e-5,9.941912090255535e-5,0.0002001956082283502,2.054512851172977e-5,-0.00012585466791000885,-4.469464140967956e-5,-1.0429515075261798e-7,-1.3212056378488082e-5,1.2381639893408445e-5,9.834535693540274e-5,6.658255190792846e-5
0.0008828493043107595,0.2505643815933079,0.005315089658891692,0.001566871522291333,-0.0005832059838462998,-0.0034751954713703754,-0.0013333527788757975,-0.0015507662621218861,0.0024518691020742724,-0.0033897462522153405,0.0029860305753813578,-0.00010919953504419399,4.6133870388019674e-5,0.00021466134248094052,2.6357692851256692e-5,-0.000836909611904843,0.0024697591124934488
0.001878737692860789,0.005315089658891713,0.007987743261837996,0.0006395469176417591,-0.0003874133682317093,-0.0009621767202289122,-4.603045347142027e-5,-6.403387918628628e-5,0.0006416056751198717,-0.00042276698513928215,3.350763300731661e-5,7.429013708406656e-7,7.387241245577165e-6,3.488084526061011e-5,5.906410756459845e-7,0.0001652736376187142,9.613549304067514e-6
5.313860968256162e-5,0.0015668715222913467,0.0006395469176417583,0.0009154774880040337,-0.00013736166615411913,-2.9629299189232654e-5,-5.6477043020490526e-5,-0.00014190351151018338,3.914722070307823e-5,-3.222587237814442e-5,-3.44168820415049e-5,1.4248553568676192e-6,1.4560022738632005e-6,8.860545019115559e-6,-1.733741260183089e-6,-2.291852343695407e-5,4.1561174087113375e-5
0.0005111479203015052,-0.0005832059838462925,-0.0003874133682317076,-0.000137361666154119,0.0015004304086427766,9.706757867721546e-5,5.6077406520151324e-6,3.493939545281414e-5,-2.4581753064101096e-5,-0.00012736452128304002,-3.790762461236281e-5,-4.448762064599584e-5,-1.154014449155044e-6,-2.6873261045368168e-5,5.165768833983791e-6,-0.00011621776235575982,2.212987438031829e-5
-0.0001114756879339263,-0.0034751954713703706,-0.0009621767202289107,-2.9629299189232468e-5,9.706757867721568e-5,0.0026813317388838806,3.883611235098038e-5,-0.0004039460503215731,-0.001043952450594764,0.0001396211978097878,-6.216984882252877e-5,-9.441060084871106e-7,-8.143824963206145e-7,3.5349528676780688e-6,-5.038359273807345e-5,-8.495427087832553e-6,-1.1669632659657474e-5
-1.2002304216565546e-5,-0.0013333527788757984,-4.603045347141981e-5,-5.647704302049039e-5,5.6077406520149546e-6,3.883611235098047e-5,0.07429569370856977,4.273123159564142e-6,1.4492027568070381e-5,5.895096293139933e-5,3.1818292948292007e-6,-1.1294586378745497e-5,0.0002971043246611897,-6.831747858062915e-8,-1.744192636718672e-6,2.0895787599918493e-5,-2.1654606530736558e-5
9.941912090255493e-5,-0.0015507662621218983,-6.403387918628664e-5,-0.0001419035115101836,3.493939545281405e-5,-0.00040394605032157235,4.273123159564176e-6,0.011110406519705945,0.0004974822746185497,1.092803243382537e-5,-0.00021344549694263433,-3.822845563587988e-6,2.237991373682919e-6,-7.868309429551103e-5,7.604100970515747e-5,-2.2167948810632675e-6,4.2406470128901026e-5
0.00020019560822834962,0.0024518691020742724,0.0006416056751198732,3.914722070307795e-5,-2.4581753064101177e-5,-0.0010439524505947643,1.4492027568070476e-5,0.0004974822746185503,0.0067954904971520985,0.0005895428259667255,-4.150485167388265e-6,-9.617212311462475e-5,2.2256426101949553e-6,8.255938269194073e-5,5.4671560367158985e-5,0.00033435783415274473,5.517698764971641e-5
2.0545128511731815e-5,-0.0033897462522153427,-0.0004227669851392776,-3.222587237814388e-5,-0.00012736452128303967,0.00013962119780978693,5.895096293139934e-5,1.0928032433825788e-5,0.000589542825966727,0.004235697945178057,0.0001566376194132491,-2.3034889705131478e-5,-1.8577029106612115e-6,1.937338180568683e-5,1.4006909813619721e-5,0.002119775968423192,-3.786433307368772e-5
